frame,latency_ms,jitter_ms,size_bytes,timestamp_unix
246,291.1713,2.8872,39791,1770974488.001
247,284.3013,6.8700,39767,1770974488.034
248,284.4312,0.1299,39739,1770974488.074
249,289.4466,5.0154,39775,1770974488.119
250,285.5334,3.9132,39739,1770974488.155
251,284.6208,0.9127,39795,1770974488.194
252,292.6669,8.0462,39715,1770974488.242
253,284.7648,7.9021,39731,1770974488.274
254,284.7805,0.0157,39767,1770974488.314
255,301.5971,16.8166,39763,1770974488.366
256,289.7820,11.8151,39746,1770974488.394
257,289.7975,0.0155,39763,1770974488.435
258,287.9066,1.8909,39839,1770974488.473
259,286.8524,1.0543,39755,1770974488.512
260,287.0007,0.1483,39771,1770974488.552
261,307.0686,20.0679,39799,1770974488.612
262,306.0334,1.0352,39767,1770974488.651
263,283.1643,22.8691,39719,1770974488.668
264,282.2125,0.9518,39771,1770974488.707
265,293.3321,11.1196,39823,1770974488.758
266,288.5132,4.8189,39743,1770974488.793
267,293.5257,5.0125,39763,1770974488.838
268,286.6919,6.8338,39799,1770974488.871
269,283.8202,2.8718,39782,1770974488.908
270,298.0752,14.2550,39759,1770974488.962
271,293.3083,4.7669,39819,1770974488.997
272,298.3754,5.0671,39691,1770974489.042
273,297.5130,0.8624,39731,1770974489.081
274,301.1708,3.6578,39659,1770974489.125
275,299.2084,1.9624,39663,1770974489.164
276,296.3018,2.9066,39735,1770974489.202
277,307.9162,11.6143,39751,1770974489.254
278,297.0545,10.8616,39727,1770974489.283
279,287.1563,9.8982,39739,1770974489.313
280,302.7225,15.5661,39655,1770974489.364
281,299.3016,3.4208,39699,1770974489.401
282,299.4156,0.1140,39727,1770974489.441
283,298.6231,0.7925,39706,1770974489.48
284,301.7561,3.1331,39674,1770974489.523
285,303.9196,2.1634,39635,1770974489.565
286,299.0620,4.8575,39694,1770974489.6
287,291.1110,7.9510,39662,1770974489.632
288,292.2642,1.1532,39590,1770974489.673
289,285.2829,6.9814,39679,1770974489.706
290,291.4159,6.1331,39691,1770974489.752
291,292.6555,1.2395,39691,1770974489.793
292,321.8441,29.1886,39654,1770974489.862
293,295.1138,26.7303,39651,1770974489.875
294,304.2564,9.1426,39615,1770974489.924
295,289.4390,14.8175,39606,1770974489.949
296,301.6236,12.1846,39719,1770974490.001
297,301.7042,0.0806,39695,1770974490.041
298,293.8440,7.8602,39650,1770974490.073
299,296.0684,2.2244,39691,1770974490.115
300,288.2020,7.8664,39634,1770974490.147
301,287.4303,0.7718,39586,1770974490.186
302,283.5410,3.8893,39662,1770974490.222
303,287.7369,4.1959,39667,1770974490.266
304,293.7968,6.0599,39691,1770974490.312
305,288.5950,5.2018,39766,1770974490.342
306,287.8196,0.7753,39667,1770974490.381
307,300.8633,13.0436,39667,1770974490.434
308,299.0580,1.8053,39673,1770974490.472
309,298.1980,0.8600,39652,1770974490.511
310,298.2910,0.0930,39623,1770974490.551
311,284.5490,13.7420,39634,1770974490.577
312,288.6806,4.1316,39635,1770974490.621
313,303.8626,15.1820,39663,1770974490.676
314,320.0214,16.1588,39627,1770974490.732
315,286.1245,33.8969,39607,1770974490.738
316,287.3213,1.1969,39635,1770974490.779
317,290.4768,3.1555,39723,1770974490.822
318,285.6562,4.8206,39710,1770974490.857
319,289.8762,4.2200,39635,1770974490.901
320,285.9762,3.9001,39622,1770974490.937
321,283.0794,2.8968,39675,1770974490.974
322,286.1679,3.0885,39587,1770974491.017
323,295.3308,9.1629,39695,1770974491.066
324,286.4680,8.8627,39521,1770974491.097
325,291.5423,5.0743,39603,1770974491.142
326,286.7353,4.8070,39615,1770974491.177
327,291.9509,5.2156,39590,1770974491.222
328,290.9698,0.9811,39583,1770974491.261
329,290.1611,0.8087,39663,1770974491.3
330,286.5288,3.6323,39695,1770974491.332
331,304.6467,18.1179,39683,1770974491.39
332,294.7931,9.8536,39574,1770974491.42
333,294.8575,0.0644,39659,1770974491.46
334,286.0351,8.8224,39694,1770974491.491
335,286.2222,0.1872,39587,1770974491.531
336,289.4120,3.1898,39698,1770974491.574
337,285.5959,3.8161,39698,1770974491.61
338,291.7657,6.1698,39723,1770974491.656
339,292.0206,0.2549,39715,1770974491.696
340,306.2110,14.1904,39598,1770974491.75
341,296.4139,9.7971,39651,1770974491.78
342,296.4885,0.0746,39699,1770974491.82
343,296.5734,0.0849,39731,1770974491.86
344,288.7681,7.8053,39669,1770974491.892
345,289.9995,1.2314,39691,1770974491.933
346,297.2035,7.2041,39663,1770974491.98
347,290.2977,6.9058,39683,1770974492.013
348,290.4742,0.1764,39731,1770974492.053
349,289.6848,0.7894,39655,1770974492.092
350,294.8086,5.1239,39707,1770974492.137
351,300.5919,5.7833,39659,1770974492.183
352,301.7700,1.1780,39642,1770974492.224
353,291.8985,9.8715,39603,1770974492.254
354,290.9517,0.9468,39663,1770974492.293
355,288.9717,1.9801,39635,1770974492.331
356,284.2047,4.7669,39771,1770974492.361
357,286.2818,2.0771,39643,1770974492.403
358,285.2643,1.0176,39659,1770974492.442
359,284.4052,0.8590,39639,1770974492.481
360,303.4384,19.0332,39603,1770974492.54
361,302.5334,0.9050,39671,1770974492.579
362,304.7075,2.1741,39575,1770974492.621
363,284.9121,19.7954,39618,1770974492.641
364,298.1606,13.2484,39635,1770974492.694
365,308.4207,10.2601,39667,1770974492.744
366,293.6063,14.8144,39631,1770974492.769
367,299.8455,6.2392,39751,1770974492.815
368,291.8038,8.0416,39670,1770974492.847
369,295.0153,3.2115,39619,1770974492.89
370,285.2421,9.7733,39742,1770974492.92
371,286.4063,1.1642,39659,1770974492.961
372,303.6385,17.2322,39695,1770974493.018
373,304.6846,1.0462,39719,1770974493.059
374,295.7609,8.9238,39702,1770974493.09
375,287.9028,7.8580,39775,1770974493.122
376,287.9202,0.0174,39667,1770974493.162
377,285.1374,2.7828,39639,1770974493.199
378,287.2937,2.1563,39707,1770974493.241
379,283.4103,3.8834,39727,1770974493.277
380,288.6031,5.1928,39622,1770974493.322
381,292.6159,4.0128,39571,1770974493.361
382,310.8401,18.2242,39515,1770974493.419
383,288.0337,22.8064,39531,1770974493.436
384,295.1927,7.1590,39547,1770974493.483
385,286.3700,8.8227,39510,1770974493.514
386,287.5025,1.1325,39555,1770974493.555
387,296.6611,9.1586,39498,1770974493.604
388,285.8753,10.7858,39579,1770974493.633
389,284.0466,1.8287,39571,1770974493.671
390,305.3582,21.3115,39545,1770974493.732
391,294.4467,10.9115,39695,1770974493.761
392,299.6347,5.1880,39535,1770974493.806
393,295.8474,3.7873,39587,1770974493.842
394,282.9714,12.8760,39639,1770974493.869
395,285.1362,2.1648,39615,1770974493.911
396,295.3146,10.1783,39603,1770974493.961
397,285.6021,9.7125,39634,1770974493.991
398,290.8993,5.2972,39639,1770974494.036
399,283.9756,6.9237,39615,1770974494.069
400,288.0940,4.1184,39678,1770974494.113
401,298.1117,10.0176,39611,1770974494.163
402,298.3170,0.2053,39651,1770974494.203
403,298.5435,0.2265,39611,1770974494.243
404,296.7255,1.8179,39699,1770974494.281
405,294.9569,1.7686,39555,1770974494.319
406,290.6301,4.3268,39619,1770974494.35
407,291.8534,1.2233,39595,1770974494.391
408,294.1036,2.2502,39591,1770974494.433
409,292.3148,1.7889,39723,1770974494.471
410,284.5538,7.7610,39571,1770974494.503
411,291.7655,7.2117,39619,1770974494.55
412,291.0447,0.7207,39723,1770974494.589
