seq,rtt_ms,inter_arrival_ms,timestamp
769,55.193,56.970,1770976469.934123
770,47.935,49.992,1770976469.984114
771,51.322,53.093,1770976470.037207
772,54.940,56.962,1770976470.094170
773,58.159,59.905,1770976470.154074
774,52.969,55.042,1770976470.209117
775,55.264,57.005,1770976470.266121
776,49.080,51.031,1770976470.317152
777,59.098,61.025,1770976470.378178
778,54.114,55.966,1770976470.434144
779,53.175,55.021,1770976470.489165
780,54.775,56.990,1770976470.546155
781,58.927,60.937,1770976470.607092
782,57.162,59.028,1770976470.666120
783,49.152,51.009,1770976470.717129
784,55.331,57.071,1770976470.774199
785,53.152,55.037,1770976470.829237
786,54.179,55.993,1770976470.885229
787,54.963,56.826,1770976470.942055
788,70.322,72.050,1770976471.014106
789,53.040,56.012,1770976471.070117
790,55.850,58.017,1770976471.128135
791,56.175,57.986,1770976471.186120
792,50.353,52.068,1770976471.238188
793,59.124,61.016,1770976471.299204
794,56.012,57.954,1770976471.357158
795,57.078,58.998,1770976471.416156
796,68.066,70.132,1770976471.486288
797,58.796,61.863,1770976471.548151
798,56.159,58.011,1770976471.606162
799,53.946,55.995,1770976471.662157
800,57.046,58.992,1770976471.721150
801,55.079,57.161,1770976471.778311
802,53.970,55.926,1770976471.834237
803,68.902,70.913,1770976471.905150
804,54.135,57.198,1770976471.962348
805,52.828,54.806,1770976472.017154
806,54.116,56.000,1770976472.073154
807,53.987,56.038,1770976472.129192
808,58.050,60.040,1770976472.189232
809,53.871,55.919,1770976472.245152
810,55.702,57.995,1770976472.303147
811,57.932,59.971,1770976472.363117
812,55.993,58.026,1770976472.421143
813,54.951,57.018,1770976472.478161
814,59.828,61.936,1770976472.540097
815,60.896,63.034,1770976472.603130
816,58.914,62.087,1770976472.665217
817,54.408,56.899,1770976472.722116
818,53.220,55.118,1770976472.777234
819,53.938,55.871,1770976472.833105
820,54.125,56.087,1770976472.889191
821,58.959,60.944,1770976472.950135
822,57.089,58.965,1770976473.009100
823,53.622,56.036,1770976473.065136
824,50.106,52.129,1770976473.117265
825,53.979,55.969,1770976473.173235
826,50.035,51.928,1770976473.225163
827,61.112,63.113,1770976473.288275
828,54.876,57.974,1770976473.346250
829,52.861,54.965,1770976473.401215
830,54.988,57.007,1770976473.458222
831,53.863,55.910,1770976473.514132
832,71.091,72.996,1770976473.587128
833,55.873,59.080,1770976473.646208
834,55.049,56.975,1770976473.703183
835,57.940,60.020,1770976473.763203
836,53.086,54.977,1770976473.818181
837,52.912,54.924,1770976473.873104
838,54.207,56.092,1770976473.929196
839,53.923,55.998,1770976473.985194
840,55.780,58.022,1770976474.043216
841,57.801,59.929,1770976474.103145
842,56.085,59.001,1770976474.162146
843,51.037,53.007,1770976474.215153
844,60.177,62.066,1770976474.277219
845,54.702,57.900,1770976474.335119
846,57.160,59.030,1770976474.394149
847,58.116,59.986,1770976474.454135
848,54.025,55.983,1770976474.510118
849,53.099,55.060,1770976474.565179
850,54.114,55.995,1770976474.621174
851,53.987,56.028,1770976474.677202
852,55.186,56.974,1770976474.734175
853,53.018,54.967,1770976474.789143
854,52.144,53.971,1770976474.843114
855,54.136,56.095,1770976474.899209
856,58.001,59.907,1770976474.959116
857,51.091,53.061,1770976475.012177
858,56.278,58.096,1770976475.070273
859,52.907,54.867,1770976475.125140
860,55.254,57.160,1770976475.182300
861,48.879,50.896,1770976475.233196
862,54.146,56.019,1770976475.289215
863,49.907,51.949,1770976475.341164
864,52.163,53.943,1770976475.395108
865,52.205,54.054,1770976475.449162
866,54.055,55.992,1770976475.505154
867,55.344,57.917,1770976475.563071
868,57.239,59.061,1770976475.622132
869,50.152,52.059,1770976475.674191
870,57.264,59.222,1770976475.733413
871,54.457,56.737,1770976475.790150
872,54.255,56.095,1770976475.846245
873,60.966,62.938,1770976475.909183
874,56.985,60.053,1770976475.969236
875,58.929,60.980,1770976476.030216
876,54.150,56.108,1770976476.086323
877,58.819,60.833,1770976476.147156
878,56.251,58.092,1770976476.205248
879,50.100,51.954,1770976476.257202
880,51.242,53.089,1770976476.310291
881,53.867,55.902,1770976476.366193
882,50.532,52.169,1770976476.418362
883,56.392,58.771,1770976476.477133
884,59.339,61.079,1770976476.538212
885,57.044,59.033,1770976476.597245
886,50.129,51.926,1770976476.649171
887,54.004,55.940,1770976476.705111
888,58.332,60.083,1770976476.765194
889,54.155,55.969,1770976476.821163
890,55.305,57.078,1770976476.878241
891,54.118,55.975,1770976476.934216
892,57.077,59.005,1770976476.993221
893,59.039,60.976,1770976477.054197
894,69.153,70.985,1770976477.125182
895,53.919,56.932,1770976477.182114
896,75.425,77.097,1770976477.259211
897,54.995,57.981,1770976477.317193
898,60.007,61.942,1770976477.379135
899,55.171,58.079,1770976477.437213
900,54.088,55.959,1770976477.493172
901,55.866,57.993,1770976477.551165
902,56.104,58.061,1770976477.609226
903,55.146,56.959,1770976477.666185
904,54.981,57.008,1770976477.723193
905,58.033,59.964,1770976477.783157
906,57.122,59.040,1770976477.842197
907,53.473,55.394,1770976477.897591
908,55.726,57.668,1770976477.955259
909,52.017,53.917,1770976478.009176
910,50.161,51.979,1770976478.061155
911,54.313,56.267,1770976478.117421
912,55.791,57.725,1770976478.175147
913,49.036,50.927,1770976478.226073
914,54.206,56.089,1770976478.282162
915,53.150,55.053,1770976478.337215
916,54.022,55.960,1770976478.393175
917,51.168,53.023,1770976478.446198
918,54.336,56.097,1770976478.502296
919,57.183,59.016,1770976478.561311
920,55.046,56.820,1770976478.618131
921,54.321,56.143,1770976478.674274
922,56.935,58.910,1770976478.733183
923,56.329,58.083,1770976478.791266
924,58.260,60.068,1770976478.851334
925,58.261,59.917,1770976478.911252
926,58.230,59.925,1770976478.971177
927,53.993,55.915,1770976479.027092
928,56.098,58.195,1770976479.085287
929,55.161,57.022,1770976479.142309
930,50.356,54.899,1770976479.197208
931,64.223,66.024,1770976479.263231
932,56.116,58.966,1770976479.322197
933,63.487,65.222,1770976479.387419
934,55.019,57.948,1770976479.445367
935,50.003,51.947,1770976479.497314
936,53.563,55.890,1770976479.553204
937,71.157,73.009,1770976479.626213
938,57.030,60.122,1770976479.686335
939,58.185,60.038,1770976479.746373
940,61.819,63.829,1770976479.810202
941,51.950,55.017,1770976479.865219
942,55.066,56.985,1770976479.922204
943,53.280,55.041,1770976479.977246
944,53.998,55.964,1770976480.033210
945,54.086,57.054,1770976480.090264
946,53.912,55.951,1770976480.146215
947,69.335,71.021,1770976480.217236
948,59.835,62.994,1770976480.280230
949,49.042,50.976,1770976480.331205
950,56.044,57.971,1770976480.389176
951,54.065,56.062,1770976480.445238
952,54.056,55.978,1770976480.501216
953,58.006,59.942,1770976480.561159
954,53.173,55.059,1770976480.616218
955,56.125,58.140,1770976480.674357
956,56.468,58.835,1770976480.733192
