seq,rtt_ms,inter_arrival_ms,timestamp
672,51.122,53.215,1770976261.538502
673,49.676,52.023,1770976261.590525
674,53.737,55.944,1770976261.646469
675,53.948,56.124,1770976261.702594
676,53.402,55.984,1770976261.758578
677,54.669,56.990,1770976261.815568
678,57.377,59.733,1770976261.875301
679,53.047,55.195,1770976261.930496
680,54.339,56.840,1770976261.987336
681,53.196,55.033,1770976262.042369
682,54.781,56.898,1770976262.099267
683,54.090,56.267,1770976262.155534
684,48.897,51.097,1770976262.206631
685,53.760,55.886,1770976262.262516
686,49.972,52.039,1770976262.314556
687,53.893,55.911,1770976262.370467
688,49.963,52.069,1770976262.422536
689,54.009,56.033,1770976262.478569
690,53.989,55.995,1770976262.534564
691,59.615,61.697,1770976262.596261
692,48.294,50.097,1770976262.646357
693,54.369,56.245,1770976262.702602
694,49.855,51.981,1770976262.754583
695,57.841,59.936,1770976262.814519
696,58.177,60.256,1770976262.874775
697,53.616,55.694,1770976262.930469
698,54.024,56.074,1770976262.986543
699,53.779,55.966,1770976263.042509
700,53.737,56.009,1770976263.098518
701,53.550,55.827,1770976263.154345
702,55.195,56.946,1770976263.211291
703,53.257,55.233,1770976263.266524
704,53.847,56.014,1770976263.322538
705,54.782,56.951,1770976263.379488
706,56.968,59.060,1770976263.438549
707,49.911,51.941,1770976263.490489
708,53.886,55.961,1770976263.546450
709,56.050,58.128,1770976263.604578
710,57.891,59.995,1770976263.664573
711,55.335,57.796,1770976263.722368
712,55.230,56.984,1770976263.779352
713,52.882,55.105,1770976263.834458
714,54.074,56.093,1770976263.890551
715,53.776,56.004,1770976263.946554
716,53.983,56.010,1770976264.002564
717,53.763,55.959,1770976264.058523
718,54.885,57.004,1770976264.115527
719,56.782,58.959,1770976264.174486
720,54.015,56.082,1770976264.230568
721,57.547,59.778,1770976264.290346
722,54.161,55.924,1770976264.346270
723,53.789,55.944,1770976264.402214
724,54.513,56.354,1770976264.458568
725,55.723,57.988,1770976264.516556
726,58.718,60.964,1770976264.577519
727,54.674,56.997,1770976264.634516
728,53.907,56.093,1770976264.690609
729,54.426,56.928,1770976264.747537
730,59.789,62.026,1770976264.809562
731,57.272,60.661,1770976264.870223
732,54.372,56.170,1770976264.926393
733,54.215,56.151,1770976264.982544
734,49.802,52.025,1770976265.034568
735,53.758,55.941,1770976265.090510
736,53.794,56.023,1770976265.146532
737,54.795,57.024,1770976265.203556
738,56.808,59.008,1770976265.262564
739,53.846,56.019,1770976265.318583
740,57.830,60.002,1770976265.378585
741,57.653,59.774,1770976265.438359
742,55.210,56.952,1770976265.495311
743,53.190,55.161,1770976265.550472
744,53.875,56.091,1770976265.606563
745,65.899,68.027,1770976265.674590
746,63.416,66.940,1770976265.741531
747,53.581,56.978,1770976265.798509
748,55.713,58.009,1770976265.856517
749,56.761,59.066,1770976265.915583
750,57.679,59.952,1770976265.975536
751,56.562,58.765,1770976266.034301
752,55.192,57.019,1770976266.091320
753,53.310,55.213,1770976266.146533
754,54.789,56.999,1770976266.203532
755,57.817,60.024,1770976266.263556
756,56.760,59.029,1770976266.322585
757,53.814,56.072,1770976266.378657
758,54.837,56.908,1770976266.435565
759,65.821,67.923,1770976266.503488
760,48.851,52.156,1770976266.555644
761,56.391,58.676,1770976266.614320
762,54.202,56.002,1770976266.670322
763,54.387,56.284,1770976266.726606
764,57.808,59.920,1770976266.786526
765,48.866,51.074,1770976266.837600
766,54.833,56.950,1770976266.894550
767,53.956,56.029,1770976266.950579
768,57.691,59.921,1770976267.010500
769,53.897,56.030,1770976267.066531
770,53.872,56.067,1770976267.122597
771,59.623,61.757,1770976267.184354
